signal_date,entry,exit,n_elig,n_sel,n_fill,v13_style_net,capital_ret,net_yuan,equity,cash_frac,candidate_id
2023-12-29,2024-01-02,2024-01-30,4930,986,985,-0.05573029846007791,-0.05551115676374174,-49717.397453771206,845911.5238704751,0.0010141987829614951,H11_VOL_60
2024-01-29,2024-01-30,2024-03-06,4946,989,985,-0.01393436943149626,-0.013841440209176104,-11708.633779906202,834202.8900905689,0.004044489383215333,H11_VOL_60
2010-01-04,2010-01-05,2010-02-02,1418,284,280,-0.02197303224481952,-0.021595226457427508,-21595.22645742749,978404.7735425725,0.014084507042253502,H12_VOL_120
2010-02-01,2010-02-02,2010-03-09,1409,282,272,0.04803195232953172,0.04615815638783283,45161.36054778029,1023566.1340903528,0.03546099290780147,H12_VOL_120
2010-03-08,2010-03-09,2010-04-07,1415,283,277,0.024182425921829908,0.023578734990630013,24134.39462110016,1047700.528711453,0.021201413427561877,H12_VOL_120
2010-04-06,2010-04-07,2010-05-06,1421,284,275,-0.10010223398668636,-0.09659690933056753,-101204.63297752792,946495.895733925,0.03169014084507038,H12_VOL_120
2010-05-05,2010-05-06,2010-06-03,1418,284,274,-0.11878421424951599,-0.11420644668118007,-108095.93305009231,838399.9626838327,0.035211267605633756,H12_VOL_120
2010-06-02,2010-06-03,2010-07-06,1458,292,284,-0.11701984613499355,-0.11342142996090299,-95092.52264676802,743307.4400370647,0.027397260273972712,H12_VOL_120
2010-07-05,2010-07-06,2010-08-03,1463,293,287,0.15058108053498895,0.14697118855731617,109244.77792574337,852552.2179628081,0.020477815699658675,H12_VOL_120
2010-08-02,2010-08-03,2010-08-31,1486,297,293,0.030399242215002887,0.029876555288437245,25471.323476245627,878023.5414390537,0.013468013468013518,H12_VOL_120
2010-08-30,2010-08-31,2010-10-08,1510,302,298,0.019558532677232742,0.01922379063184332,16878.940730453935,894902.4821695077,0.013245033112582738,H12_VOL_120
2010-09-30,2010-10-08,2010-11-05,1557,311,306,0.11037552556766278,0.10821138752324222,96838.63929355599,991741.1214630636,0.016077170418006492,H12_VOL_120
2010-11-04,2010-11-05,2010-12-03,1588,318,305,-0.028861294355840755,-0.027591734491056896,-27363.857707271818,964377.2637557918,0.04088050314465408,H12_VOL_120
2010-12-02,2010-12-03,2010-12-31,1610,322,311,-0.04709163002662781,-0.04533068514541472,-43715.88210471033,920661.3816510815,0.034161490683229934,H12_VOL_120
2010-12-30,2010-12-31,2011-01-31,1624,325,316,-0.021455673959803877,-0.020795901872511124,-19145.983750626445,901515.397900455,0.027692307692307683,H12_VOL_120
2011-01-28,2011-01-31,2011-03-07,1662,332,317,0.0905497017148061,0.08614706321808918,77662.90397501132,979178.3018754664,0.04518072289156616,H12_VOL_120
2011-03-04,2011-03-07,2011-04-06,1679,336,326,0.0036499554266486113,0.0035211672956576567,3447.8506131815957,982626.152488648,0.029761904761904767,H12_VOL_120
2011-04-01,2011-04-06,2011-05-05,1692,338,326,-0.04170122543333636,-0.040086972933681575,-39390.50797874015,943235.6445099078,0.03550295857988173,H12_VOL_120
2011-05-04,2011-05-05,2011-06-02,1730,346,338,-0.09137665879858808,-0.08895785163122127,-83908.21651759173,859327.4279923161,0.023121387283237094,H12_VOL_120
2011-06-01,2011-06-02,2011-07-01,1768,354,348,-0.02110542418410467,-0.020682575637341438,-17773.104526693118,841554.323465623,0.016949152542372836,H12_VOL_120
2011-06-30,2011-07-01,2011-07-29,1767,353,345,-0.0024392691308337145,-0.0023833722936758006,-2005.7372581710806,839548.5862074519,0.022662889518413554,H12_VOL_120
2011-07-28,2011-07-29,2011-08-26,1833,367,362,-0.03203034281990692,-0.031490728274032875,-26437.996401107288,813110.5898063446,0.013623978201634968,H12_VOL_120
2011-08-25,2011-08-26,2011-09-26,1866,373,361,-0.07585073975373302,-0.07316011127256372,-59487.261227132054,753623.3285792125,0.03217158176943702,H12_VOL_120
2011-09-23,2011-09-26,2011-10-31,1905,381,374,-0.004009210660365681,-0.003929514131244982,-2961.3735192879103,750661.9550599246,0.018372703412073532,H12_VOL_120
2011-10-28,2011-10-31,2011-11-28,1927,385,375,-0.016503023754092662,-0.016025602014586804,-12029.809739282005,738632.1453206426,0.025974025974025983,H12_VOL_120
2011-11-25,2011-11-28,2011-12-26,1953,391,374,-0.11914933734248871,-0.11357586531761665,-83890.78505619953,654741.3602644431,0.04347826086956519,H12_VOL_120
2011-12-23,2011-12-26,2012-02-01,1972,394,376,-0.029099205763229063,-0.027679755946808604,-18123.08106040128,636618.2792040418,0.045685279187817285,H12_VOL_120
2012-01-31,2012-02-01,2012-02-29,2006,401,391,0.10684942449750358,0.1038108340918682,66087.87456230144,702706.1537663433,0.02493765586034913,H12_VOL_120
2012-02-28,2012-02-29,2012-03-28,2013,403,391,-0.029246729903064397,-0.02828381081017084,-19875.207908270066,682830.9458580732,0.02977667493796521,H12_VOL_120
2012-03-27,2012-03-28,2012-05-02,2038,408,394,0.018406658344980058,0.017704895298261025,12089.45040282968,694920.3962609029,0.03431372549019607,H12_VOL_120
2012-04-27,2012-05-02,2012-05-30,1982,396,380,-0.02841768732119155,-0.027181254266546717,-18888.807985777035,676031.5882751258,0.04040404040404033,H12_VOL_120
2012-05-29,2012-05-30,2012-06-28,2059,412,383,-0.06677171449708842,-0.061860932005649794,-41819.94411595899,634211.6441591668,0.07038834951456319,H12_VOL_120
2012-06-27,2012-06-28,2012-07-26,2101,420,401,-0.05705671600552547,-0.05429165188521645,-34432.397806240246,599779.2463529266,0.04523809523809519,H12_VOL_120
2012-07-25,2012-07-26,2012-08-23,2142,428,423,-0.014484789073756749,-0.014273099210743045,-8560.708687740029,591218.5376651866,0.011682242990654235,H12_VOL_120
2012-08-22,2012-08-23,2012-09-20,2162,432,430,-0.027893277517828396,-0.02767444358435789,-16361.644066641806,574856.8935985448,0.00462962962962965,H12_VOL_120
2012-09-19,2012-09-20,2012-10-25,2198,439,436,0.0022691509365259776,0.002237830471552238,1286.4322732767323,576143.3258718215,0.006833712984054663,H12_VOL_120
2012-10-24,2012-10-25,2012-11-22,2221,444,437,-0.05424684790051939,-0.053211722785604265,-30657.578941067448,545485.746930754,0.015765765765765827,H12_VOL_120
2012-11-21,2012-11-22,2012-12-20,2246,449,440,0.011598380165692621,0.011318152392279845,6173.890811578836,551659.6377423329,0.020044543429844186,H12_VOL_120
2012-12-19,2012-12-20,2013-01-22,2251,450,443,0.11493250958986,0.11273908090196749,62193.60052978294,613853.2382721158,0.015555555555555545,H12_VOL_120
2013-01-21,2013-01-22,2013-02-26,2267,453,447,0.013691600073038102,0.013454918171805996,8259.345090449438,622112.5833625653,0.013245033112582738,H12_VOL_120
2013-02-25,2013-02-26,2013-03-26,2292,458,453,0.005511756175649287,0.005424560285986368,3374.687213120982,625487.2705756862,0.01091703056768567,H12_VOL_120
2013-03-25,2013-03-26,2013-04-25,2302,460,456,-0.04745656290019576,-0.046886387104914995,-29326.838297408307,596160.4322782779,0.008695652173912993,H12_VOL_120
2013-04-24,2013-04-25,2013-05-28,2315,463,454,0.04924243734503972,0.04810770002892362,28679.90724515682,624840.3395234348,0.01943844492440594,H12_VOL_120
2013-05-27,2013-05-28,2013-06-28,2325,465,459,-0.16260055999270182,-0.15994607312753095,-99940.75863844657,524899.5808849882,0.012903225806451646,H12_VOL_120
2013-06-27,2013-06-28,2013-07-26,2319,464,458,0.036847974579426006,0.0362357831594462,19020.14739343268,543919.7282784209,0.012931034482758674,H12_VOL_120
2013-07-25,2013-07-26,2013-08-23,2315,463,456,0.05801380687825599,0.05692801509939449,30964.27050429245,574883.9987827133,0.015118790496760237,H12_VOL_120
2013-08-22,2013-08-23,2013-09-24,2309,462,448,0.0898980402613344,0.08685968696687607,49934.24417653249,624818.2429592458,0.030303030303030276,H12_VOL_120
2013-09-23,2013-09-24,2013-10-29,2305,461,447,-0.008029036144359937,-0.007765538714138098,-4852.050254999776,619966.192704246,0.030368763557483747,H12_VOL_120
2013-10-28,2013-10-29,2013-11-26,2309,462,457,0.026478866824301207,0.026092358928771597,16176.380423743161,636142.5731279892,0.010822510822510845,H12_VOL_120
2013-11-25,2013-11-26,2013-12-24,2293,459,450,-0.019407371089489582,-0.018967733627029304,-12066.18287590472,624076.3902520845,0.019607843137254832,H12_VOL_120
2013-12-23,2013-12-24,2014-01-22,2298,460,450,-0.035606284227568,-0.03471755186583647,-21666.40444682073,602409.9858052637,0.021739130434782594,H12_VOL_120
2014-01-21,2014-01-22,2014-02-26,2301,460,454,0.03343662392416831,0.03287663693129517,19805.21438710636,622215.2001923701,0.013043478260869601,H12_VOL_120
2014-02-25,2014-02-26,2014-03-26,2282,456,441,0.049994681814128104,0.04817245782869195,29973.635491638095,652188.8356840082,0.03289473684210531,H12_VOL_120
2014-03-25,2014-03-26,2014-04-24,2272,454,439,-0.007662500991510797,-0.007390969304534201,-4820.307665300439,647368.5280187078,0.033039647577092435,H12_VOL_120
2014-04-23,2014-04-24,2014-05-26,2244,449,435,-0.017751250714007683,-0.01714499712103601,-11099.131549130077,636269.3964695777,0.031180400890868598,H12_VOL_120
2014-05-23,2014-05-26,2014-06-24,2235,447,434,-0.017945068449420176,-0.01736963779756162,-11051.768958349712,625217.627511228,0.029082774049216997,H12_VOL_120
2014-06-23,2014-06-24,2014-07-22,2228,446,437,0.052810951810312236,0.05155556099422243,32233.445529818186,657451.0730410462,0.020179372197309475,H12_VOL_120
2014-07-21,2014-07-22,2014-08-19,2209,442,434,0.10852035410762115,0.10617377765053271,69804.06404516415,727255.1370862103,0.018099547511312153,H12_VOL_120
2014-08-18,2014-08-19,2014-09-17,2218,444,428,0.061045830025613236,0.05863144423363331,42640.01901369344,769895.1560999037,0.036036036036036,H12_VOL_120
2014-09-16,2014-09-17,2014-10-22,2250,450,434,0.056185608931624505,0.05398973432777043,41566.43493807118,811461.5910379749,0.03555555555555556,H12_VOL_120
2014-10-21,2014-10-22,2014-11-19,2247,449,436,0.04389506295028946,0.04246659574169831,34460.01134652505,845921.6023845,0.028953229398663738,H12_VOL_120
2014-11-18,2014-11-19,2014-12-17,2244,449,438,0.1468071260539855,0.14269929776256363,120712.41862245079,966634.0210069508,0.024498886414253906,H12_VOL_120
2014-12-16,2014-12-17,2015-01-16,2238,448,428,-0.017861361235763703,-0.017011579911567543,-16443.971893599606,950190.0491133512,0.044642857142857206,H12_VOL_120
2015-01-15,2015-01-16,2015-02-13,2216,443,425,0.046241777278880236,0.04419929569655956,41997.730948689394,992187.7800620405,0.040632054176072296,H12_VOL_120
2015-02-12,2015-02-13,2015-03-20,2235,447,423,0.19187356525733504,0.1809257824254149,179512.3504206601,1171700.1304827007,0.05369127516778527,H12_VOL_120
2015-03-19,2015-03-20,2015-04-20,2205,441,409,0.15577822685937318,0.14395931208869195,168677.14475852018,1340377.2752412208,0.07256235827664392,H12_VOL_120
2015-04-17,2015-04-20,2015-05-19,2183,437,402,0.1089075599191331,0.09982547025245614,133803.79181666067,1474181.0670578815,0.080091533180778,H12_VOL_120
2015-05-18,2015-05-19,2015-06-16,2174,435,380,0.29789704307706205,0.2593100955157168,382270.03330624057,1856451.100364122,0.12643678160919536,H12_VOL_120
2015-06-15,2015-06-16,2015-07-15,2116,423,304,-0.3306177266523317,-0.2367774516170844,-439565.76059594913,1416885.339768173,0.281323877068558,H12_VOL_120
2015-07-14,2015-07-15,2015-08-12,1791,358,271,0.016644302129421126,0.012549149101715562,17780.705388785573,1434666.0451569585,0.24301675977653625,H12_VOL_120
2015-08-11,2015-08-12,2015-09-11,2063,413,384,-0.2233031075473043,-0.20690070154731188,-296833.41122908215,1137832.6339278764,0.07021791767554475,H12_VOL_120
2015-09-10,2015-09-11,2015-10-16,2118,424,391,0.07150927899323212,0.06570454179073648,74760.77184677799,1212593.4057746544,0.0778301886792453,H12_VOL_120
2015-10-15,2015-10-16,2015-11-13,2179,436,411,0.11855518530750163,0.11135691598484643,135030.66201062687,1347624.0677852812,0.05733944954128434,H12_VOL_120
2015-11-12,2015-11-13,2015-12-11,2276,455,435,-0.010281976075413108,-0.00980305890210198,-13210.838114389451,1334413.2296708918,0.04395604395604391,H12_VOL_120
2015-12-10,2015-12-11,2016-01-11,2389,478,449,-0.11660272123016667,-0.10915090557404727,-145652.41242856695,1188760.8172423248,0.06066945606694574,H12_VOL_120
2016-01-08,2016-01-11,2016-02-15,2451,490,454,-0.1516802920461274,-0.1400497295915124,-166485.63100377284,1022275.186238552,0.07346938775510192,H12_VOL_120
2016-02-05,2016-02-15,2016-03-14,2481,496,474,0.025887953137406286,0.024645130223442058,25194.10508904257,1047469.2913275945,0.04435483870967749,H12_VOL_120
2016-03-11,2016-03-14,2016-04-12,2476,495,473,0.12222161012618887,0.11637136465284992,121895.43086374574,1169364.7221913403,0.0444444444444444,H12_VOL_120
2016-04-11,2016-04-12,2016-05-11,2422,484,471,-0.0790950176579573,-0.07670770105204971,-89699.27953066654,1079665.4426606738,0.02685950413223137,H12_VOL_120
2016-05-10,2016-05-11,2016-06-08,2432,486,472,0.0018298054824962846,0.0017631312185204528,1903.5918475126382,1081569.0345081864,0.028806584362139787,H12_VOL_120
2016-06-07,2016-06-08,2016-07-08,2450,490,475,0.019544761754723902,0.018872143164408994,20411.52566143009,1101980.5601696165,0.030612244897959107,H12_VOL_120
2016-07-07,2016-07-08,2016-08-05,2476,495,487,-0.004798514412494333,-0.004712182569865053,-5192.733587961411,1096787.826581655,0.016161616161616155,H12_VOL_120
2016-08-04,2016-08-05,2016-09-02,2528,506,496,0.030542404134291618,0.029825759183883305,32712.529591439292,1129500.3561730944,0.01976284584980248,H12_VOL_120
2016-09-01,2016-09-02,2016-10-11,2546,509,496,0.01668303175390977,0.016192047841849577,18288.923804540886,1147789.2799776352,0.025540275049115935,H12_VOL_120
2016-10-10,2016-10-11,2016-11-08,2543,509,502,0.027059280319745367,0.026585492290330803,30514.54305376974,1178303.823031405,0.013752455795677854,H12_VOL_120
2016-11-07,2016-11-08,2016-12-06,2588,518,505,0.010940445646393866,0.010620636038769948,12514.336047507823,1190818.1590789128,0.025096525096525046,H12_VOL_120
2016-12-05,2016-12-06,2017-01-04,2592,518,508,-0.017843074725830063,-0.01744488802234745,-20773.689440109534,1170044.4696388033,0.019305019305019266,H12_VOL_120
2017-01-03,2017-01-04,2017-02-08,2608,522,515,-0.014323180248325504,-0.014089266693308677,-16485.06857577199,1153559.4010630313,0.013409961685823757,H12_VOL_120
2017-02-07,2017-02-08,2017-03-08,2621,524,517,0.03974773326876572,0.03907104379597359,45070.769880190725,1198630.170943222,0.013358778625954248,H12_VOL_120
2017-03-07,2017-03-08,2017-04-07,2620,524,513,0.0006684807759148575,0.0006443686245451996,772.35967458901,1199402.530617811,0.020992366412213803,H12_VOL_120
2017-04-06,2017-04-07,2017-05-08,2646,529,516,-0.07809704533641465,-0.07591777767649899,-91055.9746640732,1108346.5559537378,0.02457466918714557,H12_VOL_120
2017-05-05,2017-05-08,2017-06-07,2636,527,513,-0.04658389103980926,-0.04519468408975158,-50091.372458293336,1058255.1834954445,0.026565464895635604,H12_VOL_120
2017-06-06,2017-06-07,2017-07-05,2642,528,519,0.019229363759663238,0.018827330882287052,19924.120497564087,1078179.3039930086,0.017045454545454475,H12_VOL_120
2017-07-04,2017-07-05,2017-08-02,2695,539,527,0.0036329144304006787,0.0035317774940795132,3807.8894004249014,1081987.1933934335,0.02226345083487935,H12_VOL_120
2017-08-01,2017-08-02,2017-08-30,2737,547,541,0.006921599622025497,0.006813752641182003,7372.393096709624,1089359.586490143,0.010968921389396757,H12_VOL_120
2017-08-29,2017-08-30,2017-09-27,2823,565,556,-0.001450617730344677,-0.0014303106599956594,-1558.1226291253697,1087801.4638610177,0.015929203539823078,H12_VOL_120
2017-09-26,2017-09-27,2017-11-01,2874,575,563,0.002748586271348146,0.0026739839054428227,2908.7636066814885,1090710.2274676992,0.02086956521739125,H12_VOL_120
2017-10-31,2017-11-01,2017-11-29,2926,585,566,-0.05013003474101812,-0.04833905513476422,-52723.90182161238,1037986.3256460868,0.032478632478632474,H12_VOL_120
2017-11-28,2017-11-29,2017-12-27,2956,591,569,-0.023900834809620724,-0.022937877421587705,-23809.203102954198,1014177.1225431326,0.03722504230118451,H12_VOL_120
2017-12-26,2017-12-27,2018-01-25,2984,597,584,0.03034620639060673,0.029573267930768532,29992.5317742239,1044169.6543173565,0.021775544388609736,H12_VOL_120
2018-01-24,2018-01-25,2018-03-01,3021,604,567,-0.09269645408677717,-0.08671956939456082,-90549.94279726862,953619.7115200879,0.0612582781456954,H12_VOL_120
2018-02-28,2018-03-01,2018-03-29,2986,597,583,0.0006192283084350053,0.0005948222816853921,567.2342526665889,954186.9457727545,0.02345058626465657,H12_VOL_120
2018-03-28,2018-03-29,2018-05-02,3026,605,595,-0.02919069552484836,-0.028615092839241574,-27304.14803927974,926882.7977334748,0.016528925619834767,H12_VOL_120
2018-04-27,2018-05-02,2018-05-30,3068,614,599,-0.015872354572280572,-0.015437907377286675,-14309.130781009677,912573.6669524651,0.02442996742671011,H12_VOL_120
2018-05-29,2018-05-30,2018-06-28,3135,627,592,-0.1459783515733056,-0.1373525916414855,-125344.35821969493,787229.3087327702,0.05582137161084533,H12_VOL_120
2018-06-27,2018-06-28,2018-07-26,3160,632,624,0.01641541786412706,0.01614280409141222,12708.088505890919,799937.3972386611,0.012658227848101333,H12_VOL_120
2018-07-25,2018-07-26,2018-08-23,3245,649,649,-0.0643283518039978,-0.06411014614477828,-51284.103443644126,748653.293795017,0.0,H12_VOL_120
2018-08-22,2018-08-23,2018-09-20,3293,659,656,-0.009835878509193484,-0.009764589838637039,-7310.292345252936,741343.001449764,0.004552352048558417,H12_VOL_120
2018-09-19,2018-09-20,2018-10-26,3324,665,655,-0.08753404453686663,-0.08592246428375394,-63698.01756407833,677644.9838856857,0.015037593984962294,H12_VOL_120
2018-10-25,2018-10-26,2018-11-23,3338,668,664,0.09677282193821712,0.09584727187854503,64950.423007623525,742595.4068933092,0.0059880239520957446,H12_VOL_120
2018-11-22,2018-11-23,2018-12-21,3402,680,677,-0.05885222263535208,-0.05839450427293491,-43363.49066089315,699231.916232416,0.004411764705882337,H12_VOL_120
2018-12-20,2018-12-21,2019-01-22,3426,685,680,0.02911939508624062,0.0287973335149172,20136.014696019585,719367.9309284356,0.007299270072992803,H12_VOL_120
2019-01-21,2019-01-22,2019-02-26,3429,686,681,0.10338936796700228,0.10226709048299609,73567.66528282408,792935.5962112597,0.007288629737609353,H12_VOL_120
2019-02-25,2019-02-26,2019-03-26,3432,686,675,0.09436447382036461,0.0925170976463725,73360.09998196166,866295.6961932214,0.01603498542274051,H12_VOL_120
2019-03-25,2019-03-26,2019-04-24,3424,685,679,0.026466972986565418,0.026135038389368148,22640.671276554232,888936.3674697756,0.008759124087591275,H12_VOL_120
2019-04-23,2019-04-24,2019-05-27,3439,688,685,-0.12138157035262381,-0.12043533606156875,-107059.35015357262,781877.017316203,0.0043604651162790775,H12_VOL_120
2019-05-24,2019-05-27,2019-06-25,3405,681,676,0.017925111609881316,0.017723061694931985,13857.25461574446,795734.2719319474,0.007342143906020615,H12_VOL_120
2019-06-24,2019-06-25,2019-07-23,3406,681,679,-0.05032731838783257,-0.05001102646345401,-39795.48773146595,755938.7842004815,0.002936857562408246,H12_VOL_120
2019-07-22,2019-07-23,2019-08-20,3412,682,676,-0.007763446325828182,-0.00767596867346132,-5802.562426577322,750136.2217739042,0.008797653958944274,H12_VOL_120
2019-08-19,2019-08-20,2019-09-18,3422,684,683,0.03314553036499682,0.032972783327994915,24734.079107031692,774870.3008809359,0.0014619883040936088,H12_VOL_120
2019-09-17,2019-09-18,2019-10-23,3435,687,684,-0.01060629769858953,-0.010530768122123724,-8159.979463297408,766710.3214176384,0.004366812227074135,H12_VOL_120
2019-10-22,2019-10-23,2019-11-20,3441,688,681,-0.021894526730670105,-0.021603438395058627,-16563.579195601516,750146.7422220369,0.01017441860465118,H12_VOL_120
2019-11-19,2019-11-20,2019-12-18,3454,691,688,0.036334883197000054,0.03604204011014245,27036.81897165929,777183.5611936962,0.00434153400868309,H12_VOL_120
2019-12-17,2019-12-18,2020-01-16,3464,693,690,0.03995820781403818,0.039637449993990215,30805.57454296644,807989.1357366627,0.0043290043290042934,H12_VOL_120
2020-01-15,2020-01-16,2020-02-21,3465,693,688,-0.046313020217070455,-0.045825117347912836,-37026.196960971225,770962.9387756914,0.00721500721500723,H12_VOL_120
2020-02-20,2020-02-21,2020-03-20,3509,702,700,-0.03292473465260305,-0.032723435090876274,-25228.55568449758,745734.3830911939,0.002849002849002802,H12_VOL_120
2020-03-19,2020-03-20,2020-04-20,3514,703,701,0.022536964391850618,0.02238592038651488,16693.950529366266,762428.3336205601,0.002844950213371167,H12_VOL_120
2020-04-17,2020-04-20,2020-05-21,3526,705,697,-0.0006846440854862378,-0.0006823505035110644,-520.2433573370799,761908.090263223,0.01134751773049636,H12_VOL_120
2020-05-20,2020-05-21,2020-06-18,3475,695,689,0.02427793129092204,0.023975847107055026,18267.391881779302,780175.4821450023,0.008633093525179825,H12_VOL_120
2020-06-17,2020-06-18,2020-07-20,3509,702,696,0.084576359762513,0.08355081478342563,65184.29720726691,845359.7793522693,0.008547008547008517,H12_VOL_120
2020-07-17,2020-07-20,2020-08-17,3520,704,696,0.05614771937466257,0.05530667402949785,46754.0377542841,892113.8171065534,0.011363636363636354,H12_VOL_120
2020-08-14,2020-08-17,2020-09-14,3541,708,702,-0.01027433420069717,-0.010159327386748851,-9063.276334227645,883050.5407723257,0.008474576271186418,H12_VOL_120
2020-09-11,2020-09-14,2020-10-20,3553,711,708,-0.01027068442277459,-0.010199304904221829,-9006.501711174962,874044.0390611507,0.00421940928270037,H12_VOL_120
2020-10-19,2020-10-20,2020-11-17,3568,714,711,0.012569931751225547,0.012465200300544987,10895.13401839463,884939.1730795454,0.004201680672268893,H12_VOL_120
2020-11-16,2020-11-17,2020-12-15,3588,718,715,-0.028386048240091576,-0.028175979386188432,-24934.027898719884,860005.1451808255,0.004178272980501441,H12_VOL_120
2020-12-14,2020-12-15,2021-01-13,3610,722,718,-0.06067926857337256,-0.060138856112977535,-51719.72568244999,808285.4194983755,0.005540166204986097,H12_VOL_120
2021-01-12,2021-01-13,2021-02-10,3632,726,724,-0.04745224853954436,-0.047163087237738655,-38121.23575279408,770164.1837455814,0.0027548209366390353,H12_VOL_120
2021-02-09,2021-02-10,2021-03-17,3668,734,733,0.09562234758369234,0.09514842844158888,73279.91172539117,843444.0954709726,0.0013623978201635634,H12_VOL_120
2021-03-16,2021-03-17,2021-04-15,3710,742,738,0.0020624078872153173,0.0020361759739304652,1717.4006025515264,845161.4960735241,0.005390835579514808,H12_VOL_120
2021-04-14,2021-04-15,2021-05-18,3789,758,754,0.004767460327609752,0.004717727066430699,3987.2412655310472,849148.7373390552,0.005277044854881341,H12_VOL_120
2021-05-17,2021-05-18,2021-06-16,3810,762,758,0.0009005672372987741,0.0008847869801498209,751.3157470083097,849900.0530860635,0.005249343832021025,H12_VOL_120
2021-06-15,2021-06-16,2021-07-14,3862,772,767,0.000991340980338662,0.0009735640906416432,827.4321723190369,850727.4852583825,0.006476683937823746,H12_VOL_120
2021-07-13,2021-07-14,2021-08-11,3903,781,778,-0.007477322848225458,-0.00743032932704768,-6321.185383040924,844406.2998753416,0.003841229193341955,H12_VOL_120
2021-08-10,2021-08-11,2021-09-08,3950,790,785,0.07499508594723191,0.07425055677264103,62697.63790806988,907103.9377834115,0.006329113924050667,H12_VOL_120
2021-09-07,2021-09-08,2021-10-15,3986,797,794,-0.024740356018878366,-0.02456849667202876,-22286.180076615885,884817.7577067956,0.0037641154328733606,H12_VOL_120
2021-10-14,2021-10-15,2021-11-12,4008,802,798,-0.014081719794202589,-0.013970133972042165,-12361.022616005852,872456.7350907897,0.004987531172069848,H12_VOL_120
2021-11-11,2021-11-12,2021-12-10,4054,811,807,0.036660131477776504,0.036343165410810396,31707.839437180082,904164.5745279698,0.004932182490752113,H12_VOL_120
2021-12-09,2021-12-10,2022-01-10,4109,822,818,0.07748958489345065,0.07683350565081404,69470.13394626067,973634.7084742305,0.0048661800486617945,H12_VOL_120
2022-01-07,2022-01-10,2022-02-14,4152,830,824,-0.025984461577455254,-0.025713820009553134,-25035.86764876009,948598.8408254704,0.0072289156626504925,H12_VOL_120
2022-02-11,2022-02-14,2022-03-14,4197,839,831,-0.030114496650055868,-0.029730359360814362,-28202.18442699313,920396.6563984773,0.00953516090584039,H12_VOL_120
2022-03-11,2022-03-14,2022-04-13,4239,848,837,-0.0027441769482547287,-0.0027069002350558202,-2491.421925549628,917905.2344729276,0.01297169811320753,H12_VOL_120
2022-04-12,2022-04-13,2022-05-16,4279,856,845,-0.0683094741081075,-0.06720244776936968,-61685.47857689799,856219.7558960296,0.012850467289719725,H12_VOL_120
2022-05-13,2022-05-16,2022-06-14,4282,856,852,0.029745119472880496,0.029494133114293275,25253.459455485106,881473.2153515148,0.004672897196261738,H12_VOL_120
2022-06-13,2022-06-14,2022-07-12,4366,873,871,0.024380743661310024,0.0242314457336259,21359.37038343493,902832.5857349497,0.002290950744558984,H12_VOL_120
2022-07-11,2022-07-12,2022-08-09,4380,876,872,0.013070537980708282,0.012957205672186722,11698.187500919914,914530.7732358696,0.004566210045662156,H12_VOL_120
2022-08-08,2022-08-09,2022-09-06,4415,883,883,0.007538765599705541,0.007504317349589673,6862.929148327676,921393.7023841973,0.0,H12_VOL_120
2022-09-05,2022-09-06,2022-10-12,4450,890,888,-0.09626618302045727,-0.09572011183031393,-88195.90823196236,833197.7941522349,0.0022471910112358273,H12_VOL_120
2022-10-11,2022-10-12,2022-11-09,4471,894,890,0.0698097582486603,0.0692451776595564,57694.92928162194,890892.7234338569,0.004474272930648837,H12_VOL_120
2022-11-08,2022-11-09,2022-12-07,4507,901,899,0.060170444585572865,0.059817889457671525,53291.32244901033,944184.0458828672,0.002219755826859071,H12_VOL_120
2022-12-06,2022-12-07,2023-01-05,4538,908,907,-0.03018075572619366,-0.030049467729421964,-28372.228017392335,915811.8178654748,0.0011013215859030367,H12_VOL_120
2023-01-04,2023-01-05,2023-02-09,4561,912,907,0.043951514221112147,0.043548982820317494,39882.67312286724,955694.4909883421,0.005482456140350922,H12_VOL_120
2023-02-08,2023-02-09,2023-03-09,4583,917,917,0.02981261672971919,0.02969986318829254,28383.99563215871,984078.4866205008,0.0,H12_VOL_120
2023-03-08,2023-03-09,2023-04-07,4617,923,920,-0.01482863041467614,-0.014736391060745535,-14501.765413306304,969576.7212071945,0.00325027085590468,H12_VOL_120
2023-04-06,2023-04-07,2023-05-10,4658,932,928,0.008943574155800355,0.00886597180661508,8596.239874573308,978172.9610817678,0.0042918454935622075,H12_VOL_120
2023-05-09,2023-05-10,2023-06-07,4643,929,929,-0.026784888264198083,-0.02669866929341136,-26115.91639967903,952057.0446820888,1.1102230246251565e-16,H12_VOL_120
2023-06-06,2023-06-07,2023-07-07,4687,937,935,0.011782929427753091,0.011708515567903532,11147.174729192397,963204.2194112812,0.002134471718249653,H12_VOL_120
2023-07-06,2023-07-07,2023-08-04,4718,944,943,0.0587009029010334,0.05842463442231205,56274.8543931325,1019479.0738044137,0.0010593220338983578,H12_VOL_120
2023-08-03,2023-08-04,2023-09-01,4739,948,947,-0.05160911782601485,-0.05140448154183652,-52405.7932316676,967073.2805727461,0.0010548523206751481,H12_VOL_120
2023-08-31,2023-09-01,2023-10-09,4750,950,950,0.0030907678368768884,0.003076136952923303,2974.8498545545153,970048.1304273006,0.0,H12_VOL_120
2023-09-28,2023-10-09,2023-11-06,4769,954,953,-0.008349669507816803,-0.00832106230937013,-8071.830936373561,961976.299490927,0.0010482180293500676,H12_VOL_120
