signal_date,entry,exit,n_selected,n_filled,n_unfilled,gross,net,fees,ret,equity
2017-02-07,2017-02-08,2017-03-08,535,531,4,45092.466163755096,41139.32865765161,1719.8470100684838,0.037273008274051556,1144869.0935098724
2017-03-07,2017-03-08,2017-04-07,538,529,9,8322.284438891214,4345.938703923581,1719.422670906172,0.0037960136478070172,1149215.0322137885
2017-04-06,2017-04-07,2017-05-08,545,529,16,-89074.43187851831,-92794.66019100597,1581.1569895177884,-0.08074612460666875,1056420.3720227971
2017-05-05,2017-05-08,2017-06-07,547,527,20,-49355.6363557469,-52822.2204597142,1482.9125572939065,-0.05000113767077741,1003598.1515630714
2017-06-06,2017-06-07,2017-07-05,555,542,13,24420.71042679147,20919.942674345555,1518.6328676546952,0.02084493942297483,1024518.0942374133
2017-07-04,2017-07-05,2017-08-02,565,555,10,10860.696436062868,7298.133856257169,1541.4647209490454,0.007123479709450153,1031816.2280936779
2017-08-01,2017-08-02,2017-08-30,574,569,5,11871.35460812975,8248.70053384671,1567.700439635889,0.00799435045626029,1040064.9286275154
2017-08-29,2017-08-30,2017-09-27,588,577,11,1801.4206970527084,-1790.669529218301,1551.641637678671,-0.0017216901367579363,1038274.2590983096
2017-09-26,2017-09-27,2017-11-01,599,585,14,10137.495855633806,6549.77068046095,1552.1249324199784,0.006308324243870622,1044824.0297787662
2017-10-31,2017-11-01,2017-11-29,607,587,20,-51441.25616587207,-54877.124901076524,1469.056596972958,-0.05252283957585224,989946.9048777006
2017-11-28,2017-11-29,2017-12-27,611,592,19,-20935.804421391746,-24260.49439141466,1429.7139062537742,-0.02450686422865389,965686.4104862866
2017-12-26,2017-12-27,2018-01-25,615,605,10,35834.1992292577,32413.477649372257,1487.3099433679088,0.03356522085988267,998099.8881356462
2018-01-24,2018-01-25,2018-03-01,623,588,35,-83911.73636730503,-87033.85757304246,1324.3501410095557,-0.08719954646583294,911066.0305626193
2018-02-28,2018-03-01,2018-03-29,617,599,18,4998.632197917839,1877.8585715963131,1349.0268591495776,0.0020611662696330413,912943.8891342235
2018-03-28,2018-03-29,2018-05-02,625,617,8,-20936.963996501847,-24058.083117562197,1341.807982958862,-0.026352203463885893,888885.8060166471
2018-04-27,2018-05-02,2018-05-30,631,617,14,-9248.423599314228,-12283.129701771546,1307.813878447674,-0.013818568840489376,876602.6763148722
2018-05-29,2018-05-30,2018-06-28,641,611,30,-119464.80588323629,-122132.3417643401,1117.951628805183,-0.13932462798055534,754470.3345505435
2018-06-27,2018-06-28,2018-07-26,643,637,6,16337.938825269215,13673.371694998217,1155.2499934196203,0.01812314025989048,768143.7062455295
2018-07-25,2018-07-26,2018-08-23,657,657,0,-47180.929505208725,-49774.763866800895,1106.661164805304,-0.06479876546810637,718368.9423787234
2018-08-22,2018-08-23,2018-09-20,665,659,6,-5320.664416684087,-7811.330036961664,1074.0031472741932,-0.010873702322235834,710557.6123417577
2018-09-19,2018-09-20,2018-10-26,670,659,11,-62034.90987681333,-64351.714085232095,982.8146269657384,-0.09056508996245027,646205.8982565226
2018-10-25,2018-10-26,2018-11-23,673,670,3,64667.156928147626,62259.3536530192,1058.1045838418868,0.09634600027792217,708465.2519095405
2018-11-22,2018-11-23,2018-12-21,685,681,4,-35853.41266813756,-38248.49941449263,1024.0563755089556,-0.05398782694196991,670216.7524950491
2018-12-20,2018-12-21,2019-01-22,689,685,4,21398.480534935003,19007.604725917325,1038.502758591413,0.02836038439081001,689224.357220969
2019-01-21,2019-01-22,2019-02-26,690,687,3,73831.44751700961,71252.10656466644,1134.781163374592,0.10338013423084935,760476.4637856437
2019-02-25,2019-02-26,2019-03-26,691,684,7,70206.24320461908,67401.1518623653,1231.234398701781,0.08863016157903236,827877.6156480164
2019-03-25,2019-03-26,2019-04-24,690,682,8,24703.47355132844,21770.926163418284,1273.3453134018744,0.026297276012697823,849648.5418114465
2019-04-23,2019-04-24,2019-05-27,692,690,2,-98592.26514386405,-101347.81292695864,1161.8864673750209,-0.11928204185564872,748300.7288845027
2019-05-24,2019-05-27,2019-06-25,686,681,5,14745.024697266514,12100.171289186294,1146.284717323644,0.016170198453812512,760400.9001736976
2019-06-24,2019-06-25,2019-07-23,687,684,3,-35266.39886588201,-37848.26613731895,1104.8783675335753,-0.04977409433455571,722552.6340363709
2019-07-22,2019-07-23,2019-08-20,689,684,5,-5935.840333520742,-8444.176122737468,1081.4586816124793,-0.011686589633712163,714108.4579136301
2019-08-19,2019-08-20,2019-09-18,690,688,2,25473.87340385291,22913.08071364229,1113.0337393534057,0.032086275494595196,737021.5386272673
2019-09-17,2019-09-18,2019-10-23,694,689,5,-9625.95452807818,-12176.58344736827,1098.6732962479355,-0.01652134002765282,724844.9551799024
2019-10-22,2019-10-23,2019-11-20,695,690,5,-16187.64116241632,-18680.96786213854,1072.0650404589103,-0.02577236377054326,706163.9873177628
2019-11-19,2019-11-20,2019-12-18,702,699,3,29771.517466078752,27232.273908514202,1104.9493536829996,0.03856366849285808,733396.2612262799
2019-12-17,2019-12-18,2020-01-16,704,701,3,30240.26857248426,27604.606491944982,1146.7177928954886,0.037639415349346006,761000.8677182333
2020-01-15,2020-01-16,2020-02-21,705,704,1,-34133.16656421341,-36727.58289279814,1110.6192195694337,-0.04826220895507527,724273.2848254223
2020-02-20,2020-02-21,2020-03-20,709,707,2,-21442.581260476236,-23933.172129276198,1069.3907782146164,-0.0330443944719645,700340.1126961455
2020-03-19,2020-03-20,2020-04-20,714,711,3,20769.56203829277,18270.872807835927,1084.8798841854027,0.02608857107656304,718610.9855039871
2020-04-17,2020-04-20,2020-05-21,719,714,5,2907.399519257635,392.0696414363241,1086.991140286241,0.000545593720854054,719003.0551454148
2020-05-20,2020-05-21,2020-06-18,711,706,5,18883.539735989867,16330.932800614428,1107.6267277007282,0.022713300984961826,735333.9879460398
2020-06-17,2020-06-18,2020-07-20,716,711,5,69833.8798230139,67108.98936892557,1196.4964119424358,0.09126327691770708,802442.9773149611
2020-07-17,2020-07-20,2020-08-17,715,709,6,55502.43310102969,52579.62594138756,1277.8890101582506,0.065524439029087,855022.6032563543
2020-08-14,2020-08-17,2020-09-14,719,710,9,-916.6436197772725,-3882.8382346130866,1280.5963553779882,-0.0045412112145807315,851139.7650217266
2020-09-11,2020-09-14,2020-10-20,721,721,0,-8814.449177501805,-11786.770270634383,1280.9981853363354,-0.013848219475827483,839352.9947511015
2020-10-19,2020-10-20,2020-11-17,726,723,3,8651.099055481676,5692.936450937141,1279.8460960122354,0.00678252950373337,845045.9312020477
2020-11-16,2020-11-17,2020-12-15,734,731,3,-20748.03835633558,-23659.823926511686,1251.4676216793066,-0.02799826974241404,821386.1072755234
2020-12-14,2020-12-15,2021-01-13,743,737,6,-46089.34580912393,-48849.50579077048,1178.7937006515926,-0.059472038007549965,772536.60148476
2021-01-12,2021-01-13,2021-02-10,755,753,2,-32549.244066033454,-35184.39511402409,1128.6591900226513,-0.04554398464279208,737352.2063707432
2021-02-09,2021-02-10,2021-03-17,765,762,3,74491.93661660083,71741.5368059702,1208.835127492952,0.0972961580451448,809093.7431767273
2021-03-16,2021-03-17,2021-04-15,770,767,3,6069.268230385682,3222.2078641796456,1231.1366547907594,0.003982490151925644,812315.9510409134
2021-04-14,2021-04-15,2021-05-18,780,776,4,9665.893119314991,6802.939194895792,1239.0215506353468,0.008374745302221154,819118.8902358125
2021-05-17,2021-05-18,2021-06-16,782,780,2,5426.881681438497,2542.311704735983,1247.1514904173523,0.0031037151444668343,821661.2019405563
2021-06-15,2021-06-16,2021-07-14,796,795,1,7839.6117128231745,4936.915309582992,1255.6642456357197,0.006008456159218634,826598.1172501469
2021-07-13,2021-07-14,2021-08-11,802,799,3,-4125.38286536803,-7011.153169355509,1244.9561020441702,-0.008481937017551955,819586.9640808041
2021-08-10,2021-08-11,2021-09-08,813,811,2,68538.54475671034,65509.420097116585,1327.5022804941152,0.07992979752988472,885096.3841779158
2021-09-07,2021-09-08,2021-10-15,822,819,3,-17900.84710426018,-20960.65355025091,1316.1945882959049,-0.023681775143299943,864135.7306276666
2021-10-14,2021-10-15,2021-11-12,830,824,6,-10453.400441346896,-13445.744796769355,1289.1789828979217,-0.015559760255478228,850689.9858309076
2021-11-11,2021-11-12,2021-12-10,838,835,3,35670.829544401066,32610.259373660137,1331.7436048496065,0.0383338935650237,883300.2452045811
2021-12-09,2021-12-10,2022-01-10,848,846,2,67170.18605530504,63920.40108557937,1422.398676147238,0.07236542889304998,947220.6462901469
2022-01-07,2022-01-10,2022-02-14,855,850,5,-24165.470775213886,-27421.403853801316,1399.1059115561575,-0.0289493308250951,919799.242436333
2022-02-11,2022-02-14,2022-03-14,862,856,6,-34784.717787319925,-37917.21550991141,1342.7874490204006,-0.041223360229662664,881882.0269264092
2022-03-11,2022-03-14,2022-04-13,870,863,7,-14538.15162798666,-17580.66864894685,1309.6840114293925,-0.019935397379886033,864301.358277452
2022-04-12,2022-04-13,2022-05-16,878,873,5,-47085.31302890101,-50000.108876605176,1245.285333943594,-0.05785031852345901,814301.249400843
2022-05-13,2022-05-16,2022-06-14,878,873,5,29299.976626097825,26387.327906799543,1266.0585312384756,0.03240487218486887,840688.5773076564
2022-06-13,2022-06-14,2022-07-12,893,890,3,25690.145160682132,22686.514461237257,1304.3206841809158,0.02698563424508249,863375.0917688996
2022-07-11,2022-07-12,2022-08-09,893,888,5,12146.884496467976,9101.171350803279,1318.6451323598928,0.010541387442812411,872476.2631197093
2022-08-08,2022-08-09,2022-09-06,900,899,1,14552.28351871111,11455.551706385246,1341.3592722312344,0.013129929363852488,883931.8148261091
2022-09-05,2022-09-06,2022-10-12,907,903,4,-81606.70618154678,-84516.09490440758,1233.1432251610174,-0.09561381713704231,799415.7199217116
2022-10-11,2022-10-12,2022-11-09,911,908,3,62324.84184619298,59382.84036837928,1288.1156500349102,0.07428280291287104,858798.560290107
2022-11-08,2022-11-09,2022-12-07,916,914,2,55377.33848210997,52239.610982274455,1370.6599824523164,0.06082871280619284,911038.1712723658
2022-12-06,2022-12-07,2023-01-05,923,923,0,-29054.66570583268,-32191.820972514124,1346.4265169460207,-0.035335315234459985,878846.3502998309
2023-01-04,2023-01-05,2023-02-09,931,925,6,50994.33592971494,47809.354322424006,1389.8199940374395,0.05440012842531705,926655.704622263
2023-02-08,2023-02-09,2023-03-09,938,936,2,26250.64982110309,22940.546108878,1436.8205376145509,0.024756277865089604,949596.2507311621
2023-03-08,2023-03-09,2023-04-07,945,942,3,-21649.142467744303,-24927.9898512616,1409.7155910450258,-0.026251146033999806,924668.2608798797
2023-04-06,2023-04-07,2023-05-10,949,941,8,3173.7596647415735,-56.74591494194158,1395.892682040829,-6.136894422925643e-05,924611.5149649472
2023-05-09,2023-05-10,2023-06-07,943,943,0,-25245.563103418186,-28439.044987042264,1371.8315056832662,-0.030757831291031934,896172.4699779099
2023-06-06,2023-06-07,2023-07-07,948,946,2,10509.034702355666,7341.373637472744,1370.8391628762297,0.008191920510167039,903513.8436153689
2023-07-06,2023-07-07,2023-08-04,955,953,2,53167.522436616695,49877.64940463958,1435.7314008641729,0.05520407878319045,953391.4930200151
2023-08-03,2023-08-04,2023-09-01,958,956,2,-41356.80980030641,-44153.63746398327,937.7767589570027,-0.04631217898128415,909237.8555560384
2023-08-31,2023-09-01,2023-10-09,964,964,0,8175.035713537026,5418.20480488759,932.4685578407666,0.005959062055963749,914656.0603609283
2023-09-28,2023-10-09,2023-11-06,969,967,2,-7236.169724727654,-9976.52521174074,924.3524873811023,-0.010907406230734606,904679.5351491683
2023-11-03,2023-11-06,2023-12-04,976,975,1,13666.929082293991,10916.977038526627,931.0544864847224,0.01206723111816066,915596.5121876835
2023-12-01,2023-12-04,2024-01-02,982,981,1,-17239.122137171,-19967.590863336492,918.6816356358067,-0.021808286289390688,895628.9213243269
2023-12-29,2024-01-02,2024-01-30,986,985,1,-47101.64050922176,-49717.39745377566,875.6692924471381,-0.0555111567637635,845911.5238705318
2024-01-29,2024-01-30,2024-03-06,989,985,4,-9183.678327405232,-11708.633779907008,851.2790471483576,-0.013841440209188871,834202.890090614
